date,month,day_of_week,sku,sku_id,supplier,supplier_id,warehouse,warehouse_id,route,transport_mode,distance_km,transit_time_days,transit_delay_prob,is_perishable,shelf_life_days,unit_cost,shipping_cost,storage_cost_per_day,holding_cost_per_unit_per_day,base_daily_demand,observed_daily_demand,seasonal_multiplier,promotion,inventory_on_hand,lead_time_days,safety_stock,reorder_point,stockout_risk,supplier_order_cost,supplier_min_order_qty,eoq_monthly,recommended_order_qty,product_name
2024-09-16,9,0,SKU-021,21,Supplier-11,11,Warehouse-1,1,Route-10,Truck,658,8,0.047,0,215,80.89,71.73,0.768,0.027,12,16,1.0,0,19,21,26,278,0.99,107.32,5,309,309,PureDrop Sunflower Oil
2024-07-25,7,3,SKU-020,20,Supplier-11,11,Warehouse-4,4,Route-11,Air,114,1,0.206,0,94,179.63,29.95,1.177,0.0599,19,36,1.214,0,35,21,29,428,0.99,107.32,5,261,261,SelectPulse Moth Beans
2024-04-08,4,0,SKU-045,45,Supplier-05,5,Warehouse-5,5,Route-05,Air,290,1,0.393,0,104,32.88,31.91,0.0406,0.011,9,6,1.0,0,19,5,12,57,0.605,52.16,10,292,126,FarmFresh Lassi
2024-11-11,11,0,SKU-027,27,Supplier-11,11,Warehouse-4,4,Route-06,Truck,2258,28,0.18,0,132,190.37,86.77,0.8607,0.0635,6,9,1.419,0,11,21,4,130,0.99,107.32,5,142,142,DesiTreat Cow Ghee
2024-01-01,1,0,SKU-037,37,Supplier-05,5,Warehouse-4,4,Route-18,Truck,1501,19,0.096,0,427,22.79,170.96,0.2704,0.01,10,10,1.0,0,15,5,13,63,0.623,52.16,10,323,145,SnackMagic Masala Chips
2024-10-23,10,2,SKU-020,20,Supplier-05,5,Warehouse-2,2,Route-14,Truck,2232,28,0.552,0,37,179.63,149.01,2.5777,0.0599,19,22,1.0,0,19,5,19,114,0.685,52.16,10,182,150,SelectPulse Moth Beans
2024-08-14,8,2,SKU-039,39,Supplier-11,11,Warehouse-3,3,Route-15,Truck,1588,20,0.016,0,95,16.22,72.6,0.0303,0.01,11,10,1.0,0,17,21,19,250,0.987,107.32,5,486,379,FreshBake Rusk
2024-08-30,8,4,SKU-029,29,Supplier-11,11,Warehouse-2,2,Route-17,Truck,1530,19,0.113,0,311,128.21,97.34,0.1469,0.0427,6,6,1.0,1,11,21,6,132,0.99,107.32,5,174,173,NutriOil Rice Bran Oil
2024-05-25,5,5,SKU-051,51,Supplier-12,12,Warehouse-2,2,Route-03,Truck,2330,29,0.11,0,145,19.19,260.37,0.1451,0.01,20,28,1.0,0,21,21,24,444,0.99,100.36,1,634,613,GreenLeaf Spinach
2024-06-20,6,3,SKU-033,33,Supplier-11,11,Warehouse-6,6,Route-20,Air,1033,2,0.182,1,6,136.14,205.05,2.267,0.0454,9,8,1.198,0,12,21,14,203,0.99,107.32,5,206,206,ChocoMelt Cookies
2024-04-25,4,3,SKU-006,6,Supplier-04,4,Warehouse-6,6,Route-10,Air,1719,3,0.25,0,230,85.46,168.28,0.282,0.0285,14,12,1.0,0,14,10,20,160,0.899,130.45,5,358,253,HealthyGrain Millet Mix
2024-01-24,1,2,SKU-052,52,Supplier-04,4,Warehouse-2,2,Route-01,Air,1674,3,0.048,0,4,165.26,316.93,2.1626,0.0551,15,3,1.0,0,10,10,30,180,0.9,130.45,5,267,250,FarmFresh Tomatoes
2024-08-21,8,2,SKU-016,16,Supplier-08,8,Warehouse-5,5,Route-03,Rail,363,3,0.361,0,125,181.0,19.17,2.166,0.0603,16,13,1.0,0,25,2,9,41,0.216,144.03,5,276,99,GreenHarvest Rajma
2024-12-22,12,6,SKU-027,27,Supplier-11,11,Warehouse-5,5,Route-07,Truck,1734,22,0.481,0,82,190.37,183.53,3.0442,0.0635,6,7,1.401,0,16,21,16,142,0.99,107.32,5,142,142,DesiTreat Cow Ghee
2024-03-16,3,5,SKU-025,25,Supplier-08,8,Warehouse-4,4,Route-08,Air,1766,4,0.155,0,452,67.27,321.63,0.2495,0.0224,3,1,1.0,0,12,2,2,8,0.016,144.03,5,196,59,LiteChoice Olive Oil
2024-08-05,8,0,SKU-042,42,Supplier-12,12,Warehouse-1,1,Route-04,Truck,1029,13,0.423,0,14,178.1,212.49,0.9154,0.0594,10,9,1.0,0,17,21,6,216,0.99,100.36,1,184,184,FreshDairy Paneer
2024-08-25,8,6,SKU-015,15,Supplier-03,3,Warehouse-6,6,Route-17,Truck,87,1,0.077,0,163,25.11,4.81,0.4545,0.01,18,18,1.0,0,31,10,6,186,0.827,142.82,10,717,370,HealthyBite Masoor Dal
2024-08-21,8,2,SKU-004,4,Supplier-09,9,Warehouse-2,2,Route-04,Sea,2460,82,0.179,0,343,162.33,302.5,0.6378,0.0541,9,14,1.0,0,20,14,19,145,0.954,98.8,5,181,179,RoyalKitchen Sona Masoori Rice
2024-10-13,10,6,SKU-009,9,Supplier-08,8,Warehouse-6,6,Route-17,Truck,153,2,0.529,0,362,71.46,18.86,0.2605,0.0238,23,21,1.0,0,19,2,7,53,0.308,144.03,5,528,192,NutriRice Premium Rice
2024-09-15,9,6,SKU-039,39,Supplier-06,6,Warehouse-4,4,Route-20,Rail,1555,13,0.199,0,70,16.22,95.66,0.1836,0.01,11,14,1.0,0,21,5,11,66,0.575,78.57,5,416,170,FreshBake Rusk
2024-08-31,8,5,SKU-028,28,Supplier-09,9,Warehouse-4,4,Route-06,Sea,320,11,0.451,1,153,116.82,38.89,0.4471,0.0389,14,22,1.0,1,22,14,29,225,0.989,98.8,5,267,267,PureGold Buffalo Ghee
2024-09-23,9,0,SKU-029,29,Supplier-05,5,Warehouse-2,2,Route-09,Sea,721,24,0.411,0,300,128.21,95.75,1.3275,0.0427,6,5,1.0,0,18,5,5,35,0.468,52.16,10,121,53,NutriOil Rice Bran Oil
2024-08-13,8,1,SKU-032,32,Supplier-11,11,Warehouse-2,2,Route-09,Air,509,1,0.151,0,161,69.09,19.36,1.2415,0.023,11,21,1.0,1,19,21,32,263,0.99,107.32,5,320,320,SnackoLite Potato Chips
2024-05-19,5,6,SKU-005,5,Supplier-12,12,Warehouse-3,3,Route-08,Air,57,1,0.448,0,189,198.15,14.12,0.7043,0.066,17,24,1.0,0,19,21,49,406,0.99,100.36,1,227,227,GrainLand Idli Rice
2024-03-11,3,0,SKU-022,22,Supplier-06,6,Warehouse-5,5,Route-03,Truck,1695,21,0.086,1,404,7.11,264.13,0.0264,0.01,8,5,1.0,0,23,5,12,52,0.52,78.57,5,355,135,GoldLite Soybean Oil
2024-12-27,12,4,SKU-010,10,Supplier-04,4,Warehouse-4,4,Route-05,Air,1224,2,0.202,0,227,186.5,58.26,1.4225,0.0622,9,15,1.446,0,19,10,4,94,0.828,130.45,5,194,133,HomeChoice Broken Rice
2024-06-18,6,1,SKU-014,14,Supplier-02,2,Warehouse-4,4,Route-14,Air,1988,4,0.391,0,37,152.14,334.89,0.9644,0.0507,19,26,1.334,0,17,21,33,432,0.99,119.97,1,300,300,DailyFresh Urad Dal
2024-04-15,4,0,SKU-035,35,Supplier-08,8,Warehouse-4,4,Route-02,Sea,572,19,0.286,0,168,159.36,32.06,2.1208,0.0531,18,13,1.0,0,26,2,10,46,0.227,144.03,5,312,114,CrispyTreat Nacho Chips
2024-12-22,12,6,SKU-054,54,Supplier-07,7,Warehouse-4,4,Route-19,Air,1787,4,0.315,1,10,20.86,286.18,0.0775,0.01,7,14,1.376,0,7,5,4,39,0.625,36.79,20,227,100,VegVille Carrots
2024-01-04,1,3,SKU-002,2,Supplier-10,10,Warehouse-4,4,Route-16,Truck,145,2,0.068,0,260,39.6,12.09,0.0749,0.0132,11,16,1.0,0,13,10,16,126,0.876,49.72,20,288,199,GoldenField Brown Rice
2024-10-02,10,2,SKU-023,23,Supplier-05,5,Warehouse-4,4,Route-14,Rail,683,6,0.067,0,184,181.55,134.61,1.678,0.0605,12,15,1.0,0,14,5,8,68,0.597,52.16,10,144,97,NaturalPress Mustard Oil
2024-04-22,4,0,SKU-048,48,Supplier-12,12,Warehouse-5,5,Route-20,Truck,975,12,0.288,0,7,24.72,137.69,0.3596,0.01,5,6,1.0,1,7,21,9,114,0.99,100.36,1,317,202,RichCream Whipping Cream
2024-09-05,9,3,SKU-032,32,Supplier-04,4,Warehouse-3,3,Route-14,Sea,1613,54,0.279,0,167,69.09,168.6,0.6371,0.023,11,11,1.0,0,13,10,19,129,0.904,130.45,5,353,222,SnackoLite Potato Chips
2024-03-25,3,0,SKU-002,2,Supplier-07,7,Warehouse-3,3,Route-13,Truck,1047,13,0.199,0,271,39.6,188.79,0.3949,0.0132,11,11,1.0,0,14,5,13,68,0.642,36.79,20,248,128,GoldenField Brown Rice
2024-09-30,9,0,SKU-054,54,Supplier-08,8,Warehouse-2,2,Route-20,Truck,795,10,0.188,1,9,20.86,58.07,0.3737,0.01,7,3,1.0,0,9,2,6,20,0.285,144.03,5,449,146,VegVille Carrots
2024-12-05,12,3,SKU-002,2,Supplier-07,7,Warehouse-5,5,Route-19,Truck,46,1,0.07,0,204,39.6,6.98,0.3508,0.0132,11,10,1.176,0,16,5,14,69,0.622,36.79,20,248,127,GoldenField Brown Rice
2024-03-10,3,6,SKU-002,2,Supplier-02,2,Warehouse-6,6,Route-14,Truck,1937,24,0.159,0,196,39.6,309.24,0.0524,0.0132,11,11,1.0,0,16,21,14,245,0.99,119.97,1,447,363,GoldenField Brown Rice
2024-05-13,5,0,SKU-056,56,Supplier-08,8,Warehouse-2,2,Route-02,Air,1935,4,0.017,0,60,197.39,273.73,1.3218,0.0658,21,21,1.0,0,17,2,8,50,0.27,144.03,5,303,124,ChillZone Frozen Peas
2024-06-16,6,6,SKU-025,25,Supplier-06,6,Warehouse-2,2,Route-15,Sea,764,25,0.357,0,450,67.27,83.8,1.0226,0.0224,3,4,1.304,0,15,5,3,18,0.212,78.57,5,145,47,LiteChoice Olive Oil
2024-05-09,5,3,SKU-022,22,Supplier-07,7,Warehouse-3,3,Route-14,Truck,571,7,0.153,1,306,7.11,26.88,0.0852,0.01,8,10,1.0,1,24,5,6,46,0.434,36.79,20,243,95,GoldLite Soybean Oil
2024-10-03,10,3,SKU-054,54,Supplier-02,2,Warehouse-4,4,Route-01,Air,733,1,0.072,1,5,20.86,16.74,0.0792,0.01,7,11,1.0,0,11,21,20,167,0.99,119.97,1,410,279,VegVille Carrots
2024-11-29,11,4,SKU-004,4,Supplier-06,6,Warehouse-2,2,Route-03,Rail,1256,10,0.114,0,226,162.33,156.81,1.5801,0.0541,9,14,1.351,0,24,5,5,50,0.447,78.57,5,162,75,RoyalKitchen Sona Masoori Rice
2024-01-11,1,3,SKU-003,3,Supplier-01,1,Warehouse-2,2,Route-07,Truck,2453,31,0.075,0,353,151.37,476.72,0.7177,0.0505,14,13,1.0,0,13,5,18,88,0.662,92.21,1,226,143,DailyGrain Wheat Flour
2024-08-30,8,4,SKU-040,40,Supplier-03,3,Warehouse-2,2,Route-05,Sea,191,6,0.295,1,9,112.16,41.87,2.0469,0.0374,7,8,1.0,0,11,10,10,80,0.886,142.82,10,231,138,CrunchyJoy Cream Biscuits
2024-08-26,8,0,SKU-043,43,Supplier-02,2,Warehouse-5,5,Route-07,Sea,1669,56,0.14,1,6,73.43,39.77,0.0903,0.0245,14,14,1.0,0,20,21,30,324,0.99,119.97,1,370,370,CreamLand Cheese
2024-11-06,11,2,SKU-045,45,Supplier-05,5,Warehouse-3,3,Route-06,Truck,2121,27,0.118,0,89,32.88,296.97,0.3333,0.011,9,15,1.567,0,16,5,6,51,0.548,52.16,10,292,123,FarmFresh Lassi
2024-03-24,3,6,SKU-039,39,Supplier-12,12,Warehouse-6,6,Route-04,Truck,1888,24,0.154,0,127,16.22,123.87,0.2589,0.01,11,14,1.0,0,19,21,16,247,0.99,100.36,1,470,369,FreshBake Rusk
2024-06-08,6,5,SKU-020,20,Supplier-02,2,Warehouse-5,5,Route-01,Truck,263,3,0.046,0,45,179.63,55.27,0.7777,0.0599,19,26,1.158,0,16,21,54,453,0.99,119.97,1,276,276,SelectPulse Moth Beans
2024-04-11,4,3,SKU-037,37,Supplier-11,11,Warehouse-4,4,Route-13,Truck,713,9,0.446,0,420,22.79,79.25,0.229,0.01,10,10,1.0,1,16,21,24,234,0.99,107.32,5,463,357,SnackMagic Masala Chips
2024-02-22,2,3,SKU-005,5,Supplier-10,10,Warehouse-6,6,Route-08,Truck,525,7,0.146,0,321,198.15,51.8,3.3449,0.066,17,22,1.0,0,14,10,31,201,0.902,49.72,20,160,160,GrainLand Idli Rice
2024-03-02,3,5,SKU-045,45,Supplier-05,5,Warehouse-6,6,Route-20,Rail,1068,9,0.208,0,144,32.88,123.45,0.2931,0.011,9,6,1.0,0,20,5,5,50,0.504,52.16,10,292,118,FarmFresh Lassi
2024-09-29,9,6,SKU-051,51,Supplier-10,10,Warehouse-1,1,Route-12,Truck,583,7,0.271,0,152,19.19,46.76,0.1296,0.01,20,27,1.0,1,16,10,17,217,0.892,49.72,20,446,335,GreenLeaf Spinach
2024-09-16,9,0,SKU-028,28,Supplier-11,11,Warehouse-3,3,Route-03,Rail,1888,16,0.042,1,88,116.82,284.66,1.3254,0.0389,14,12,1.0,0,23,21,42,336,0.99,107.32,5,278,278,PureGold Buffalo Ghee
2024-09-07,9,5,SKU-042,42,Supplier-06,6,Warehouse-1,1,Route-14,Truck,748,9,0.244,0,8,178.1,73.58,1.9001,0.0594,10,13,1.0,0,6,5,10,60,0.681,78.57,5,163,103,FreshDairy Paneer
2024-12-28,12,5,SKU-007,7,Supplier-07,7,Warehouse-3,3,Route-15,Sea,2155,72,0.554,0,36,77.54,426.55,0.572,0.0258,8,11,1.522,0,20,5,10,50,0.579,36.79,20,151,75,PureHarvest Poha
2024-11-29,11,4,SKU-010,10,Supplier-07,7,Warehouse-2,2,Route-17,Air,1967,4,0.068,0,196,186.5,297.82,0.227,0.0622,9,15,1.466,0,14,5,4,49,0.543,36.79,20,103,66,HomeChoice Broken Rice
2024-08-26,8,0,SKU-018,18,Supplier-10,10,Warehouse-5,5,Route-16,Sea,138,5,0.165,0,156,166.16,24.8,2.6918,0.0554,3,4,1.0,0,15,10,7,37,0.775,49.72,20,73,44,FreshPulse Yellow Split Peas
2024-06-14,6,4,SKU-028,28,Supplier-12,12,Warehouse-5,5,Route-09,Truck,2179,27,0.266,1,167,116.82,376.07,1.3859,0.0389,14,17,1.09,0,12,21,17,311,0.99,100.36,1,269,269,PureGold Buffalo Ghee
2024-08-18,8,6,SKU-055,55,Supplier-04,4,Warehouse-1,1,Route-09,Sea,888,30,0.239,0,39,21.54,144.11,0.0495,0.01,10,9,1.0,0,15,10,9,109,0.868,130.45,5,511,247,FreshPick Onions
2024-12-08,12,6,SKU-016,16,Supplier-08,8,Warehouse-5,5,Route-20,Truck,2361,30,0.27,0,52,181.0,375.4,1.6197,0.0603,16,17,1.345,0,16,2,7,39,0.276,144.03,5,276,106,GreenHarvest Rajma
2024-06-15,6,5,SKU-025,25,Supplier-06,6,Warehouse-1,1,Route-16,Truck,2426,30,0.112,0,193,67.27,203.2,0.6076,0.0224,3,4,1.133,0,5,5,2,17,0.55,78.57,5,145,56,LiteChoice Olive Oil
2024-05-12,5,6,SKU-012,12,Supplier-08,8,Warehouse-2,2,Route-12,Truck,725,9,0.199,0,95,88.65,143.09,0.216,0.0296,13,10,1.0,0,12,2,5,31,0.272,144.03,5,356,126,PureHarvest Toor Dal
2024-10-11,10,4,SKU-022,22,Supplier-05,5,Warehouse-5,5,Route-09,Truck,2412,30,0.262,1,456,7.11,166.29,0.0494,0.01,8,13,1.0,0,16,5,2,42,0.5,52.16,10,289,113,GoldLite Soybean Oil
2024-05-03,5,4,SKU-001,1,Supplier-09,9,Warehouse-2,2,Route-03,Truck,2362,30,0.223,1,257,60.0,339.4,0.8593,0.02,15,20,1.0,0,26,14,10,220,0.946,98.8,5,385,310,FreshHarvest Basmati Rice
2024-05-03,5,4,SKU-047,47,Supplier-07,7,Warehouse-4,4,Route-18,Truck,1684,21,0.305,0,6,125.55,171.52,2.3072,0.0419,13,6,1.0,0,15,5,6,71,0.605,36.79,20,151,101,NutriDairy Toned Milk
2024-08-17,8,5,SKU-045,45,Supplier-08,8,Warehouse-6,6,Route-16,Truck,1537,19,0.048,0,171,32.88,275.14,0.1574,0.011,9,9,1.0,0,17,2,6,24,0.147,144.03,5,485,153,FarmFresh Lassi
2024-04-23,4,1,SKU-051,51,Supplier-01,1,Warehouse-1,1,Route-10,Rail,1152,10,0.066,0,34,19.19,197.87,0.3661,0.01,20,15,1.0,0,17,5,6,106,0.594,92.21,1,607,271,GreenLeaf Spinach
2024-12-05,12,3,SKU-026,26,Supplier-12,12,Warehouse-2,2,Route-10,Air,1859,4,0.122,1,265,190.26,242.26,3.5188,0.0634,13,34,1.52,1,17,21,27,300,0.99,100.36,1,203,203,TastyDrop Coconut Oil
2024-09-28,9,5,SKU-038,38,Supplier-06,6,Warehouse-4,4,Route-18,Truck,1579,20,0.18,0,7,101.41,302.76,1.3525,0.0338,8,10,1.0,0,16,5,7,47,0.553,78.57,5,193,89,ChocoLand Choco-Chip Cookies
2024-06-18,6,1,SKU-023,23,Supplier-07,7,Warehouse-6,6,Route-18,Truck,1261,16,0.218,0,341,181.55,127.28,2.8185,0.0605,12,23,1.297,0,15,5,7,67,0.598,36.79,20,121,88,NaturalPress Mustard Oil
2024-06-05,6,2,SKU-023,23,Supplier-12,12,Warehouse-4,4,Route-09,Rail,781,7,0.033,0,328,181.55,141.18,1.4019,0.0605,12,16,1.128,0,18,21,14,266,0.987,100.36,1,200,200,NaturalPress Mustard Oil
2024-06-10,6,0,SKU-017,17,Supplier-04,4,Warehouse-1,1,Route-07,Air,1269,3,0.2,0,50,103.52,226.73,0.4848,0.0345,19,41,1.142,1,30,10,18,208,0.865,130.45,5,379,292,ProteinRich Kabuli Chana
2024-04-08,4,0,SKU-008,8,Supplier-12,12,Warehouse-5,5,Route-06,Rail,1687,14,0.334,1,328,156.4,42.16,0.6476,0.0521,6,7,1.0,0,12,21,5,131,0.99,100.36,1,152,152,SelectGrain Barley
2024-10-28,10,0,SKU-014,14,Supplier-12,12,Warehouse-4,4,Route-09,Rail,57,1,0.162,0,107,152.14,14.98,1.653,0.0507,19,24,1.0,0,20,21,12,411,0.99,100.36,1,274,274,DailyFresh Urad Dal
2024-02-21,2,2,SKU-049,49,Supplier-09,9,Warehouse-5,5,Route-10,Truck,1078,13,0.086,0,6,21.4,102.57,0.2247,0.01,12,6,1.0,0,17,14,15,183,0.944,98.8,5,487,312,SoftSpread Cheese Spread
2024-07-03,7,2,SKU-054,54,Supplier-04,4,Warehouse-3,3,Route-08,Air,849,2,0.289,1,6,20.86,49.25,0.3759,0.01,7,11,1.239,0,8,10,4,74,0.873,130.45,5,427,194,VegVille Carrots
2024-03-05,3,1,SKU-012,12,Supplier-05,5,Warehouse-1,1,Route-18,Truck,640,8,0.092,0,81,88.65,114.38,1.4722,0.0296,13,13,1.0,0,17,5,14,79,0.621,52.16,10,214,126,PureHarvest Toor Dal
2024-05-29,5,2,SKU-018,18,Supplier-01,1,Warehouse-1,1,Route-18,Truck,2138,27,0.125,0,45,166.16,398.11,2.703,0.0554,3,5,1.0,0,15,5,2,17,0.134,92.21,1,100,32,FreshPulse Yellow Split Peas
2024-02-22,2,3,SKU-045,45,Supplier-03,3,Warehouse-6,6,Route-16,Truck,1089,14,0.023,0,67,32.88,36.89,0.2656,0.011,9,8,1.0,0,8,10,16,106,0.886,142.82,10,483,243,FarmFresh Lassi
2024-08-28,8,2,SKU-056,56,Supplier-01,1,Warehouse-5,5,Route-10,Truck,1657,21,0.317,0,60,197.39,217.11,3.0721,0.0658,21,28,1.0,0,23,5,10,115,0.614,92.21,1,243,165,ChillZone Frozen Peas
2024-01-27,1,5,SKU-031,31,Supplier-08,8,Warehouse-3,3,Route-06,Air,1681,3,0.301,0,3,62.18,263.66,1.1141,0.0207,9,14,1.0,0,18,2,3,21,0.094,144.03,5,354,109,CrunchBite Butter Biscuits
2024-07-24,7,2,SKU-017,17,Supplier-08,8,Warehouse-1,1,Route-03,Sea,1190,40,0.375,0,138,103.52,75.01,0.5785,0.0345,19,29,1.278,0,20,2,5,43,0.251,144.03,5,398,142,ProteinRich Kabuli Chana
2024-03-18,3,0,SKU-032,32,Supplier-02,2,Warehouse-5,5,Route-02,Truck,1743,22,0.357,0,161,69.09,255.54,0.4261,0.023,11,14,1.0,1,16,21,7,238,0.99,119.97,1,339,324,SnackoLite Potato Chips
2024-05-07,5,1,SKU-010,10,Supplier-10,10,Warehouse-3,3,Route-03,Truck,554,7,0.256,0,234,186.5,96.28,2.9434,0.0622,9,9,1.0,1,12,10,14,104,0.893,49.72,20,120,120,HomeChoice Broken Rice
2024-11-01,11,4,SKU-008,8,Supplier-09,9,Warehouse-4,4,Route-20,Truck,656,8,0.345,1,190,156.4,126.97,1.1163,0.0521,6,5,1.19,0,11,14,3,87,0.952,98.8,5,151,121,SelectGrain Barley
2024-07-13,7,5,SKU-051,51,Supplier-10,10,Warehouse-2,2,Route-17,Air,2497,5,0.21,0,38,19.19,159.44,0.3829,0.01,20,31,1.148,1,21,10,9,209,0.867,49.72,20,446,322,GreenLeaf Spinach
2024-08-07,8,2,SKU-029,29,Supplier-08,8,Warehouse-3,3,Route-19,Truck,1961,25,0.026,0,292,128.21,315.43,0.1632,0.0427,6,7,1.0,0,8,2,3,15,0.208,144.03,5,201,67,NutriOil Rice Bran Oil
2024-11-08,11,4,SKU-020,20,Supplier-10,10,Warehouse-5,5,Route-02,Rail,1471,12,0.204,0,100,179.63,196.44,0.9608,0.0599,19,31,1.493,0,20,10,35,225,0.904,49.72,20,178,178,SelectPulse Moth Beans
2024-05-15,5,2,SKU-048,48,Supplier-02,2,Warehouse-2,2,Route-07,Sea,2489,83,0.301,0,14,24.72,353.33,0.2383,0.01,5,7,1.0,1,11,21,5,110,0.99,119.97,1,346,203,RichCream Whipping Cream
2024-03-29,3,4,SKU-043,43,Supplier-02,2,Warehouse-2,2,Route-08,Rail,398,3,0.259,1,7,73.43,59.47,0.7085,0.0245,14,24,1.0,0,19,21,16,310,0.99,119.97,1,370,370,CreamLand Cheese
2024-07-28,7,6,SKU-036,36,Supplier-02,2,Warehouse-2,2,Route-01,Air,2097,4,0.034,0,7,158.98,154.45,1.8886,0.053,11,14,1.101,0,19,21,25,256,0.989,119.97,1,223,223,SweetBite Marie Biscuits
2024-05-29,5,2,SKU-029,29,Supplier-12,12,Warehouse-5,5,Route-16,Sea,220,7,0.518,0,190,128.21,18.6,2.2867,0.0427,6,2,1.0,0,5,21,9,135,0.99,100.36,1,168,168,NutriOil Rice Bran Oil
2024-12-25,12,2,SKU-003,3,Supplier-04,4,Warehouse-3,3,Route-10,Rail,1167,10,0.132,0,297,151.37,227.94,2.6033,0.0505,14,21,1.279,0,23,10,29,169,0.887,130.45,5,269,227,DailyGrain Wheat Flour
2024-05-15,5,2,SKU-056,56,Supplier-08,8,Warehouse-1,1,Route-08,Truck,376,5,0.043,0,46,197.39,33.13,1.3202,0.0658,21,20,1.0,0,17,2,6,48,0.259,144.03,5,303,122,ChillZone Frozen Peas
2024-08-05,8,0,SKU-051,51,Supplier-11,11,Warehouse-5,5,Route-07,Truck,375,5,0.072,0,146,19.19,62.72,0.2246,0.01,20,30,1.0,0,11,21,51,471,0.99,107.32,5,655,655,GreenLeaf Spinach
2024-05-16,5,3,SKU-008,8,Supplier-09,9,Warehouse-2,2,Route-05,Truck,691,9,0.095,1,251,156.4,28.73,2.6002,0.0521,6,4,1.0,0,13,14,10,94,0.939,98.8,5,151,126,SelectGrain Barley
2024-03-25,3,0,SKU-053,53,Supplier-03,3,Warehouse-1,1,Route-02,Truck,791,10,0.41,1,70,142.72,128.55,1.4698,0.0476,18,21,1.0,0,21,10,34,214,0.922,142.82,10,329,292,NatureBasket Potatoes
2024-05-27,5,0,SKU-051,51,Supplier-05,5,Warehouse-5,5,Route-19,Truck,1022,13,0.24,0,66,19.19,196.43,0.0908,0.01,20,26,1.0,0,25,5,26,126,0.658,52.16,10,457,238,GreenLeaf Spinach
2024-12-24,12,1,SKU-029,29,Supplier-02,2,Warehouse-4,4,Route-10,Truck,1657,21,0.241,0,259,128.21,94.08,0.661,0.0427,6,13,1.405,0,10,21,9,135,0.99,119.97,1,184,180,NutriOil Rice Bran Oil
2024-09-09,9,0,SKU-026,26,Supplier-05,5,Warehouse-5,5,Route-18,Air,1996,4,0.113,1,298,190.26,112.35,3.0675,0.0634,13,14,1.0,0,17,5,9,74,0.592,52.16,10,146,101,TastyDrop Coconut Oil
2024-08-09,8,4,SKU-029,29,Supplier-02,2,Warehouse-5,5,Route-02,Rail,2177,18,0.097,0,180,128.21,187.58,1.2447,0.0427,6,7,1.0,0,10,21,3,129,0.99,119.97,1,184,174,NutriOil Rice Bran Oil
2024-01-14,1,6,SKU-048,48,Supplier-06,6,Warehouse-5,5,Route-09,Truck,526,7,0.225,0,7,24.72,26.38,0.3819,0.01,5,6,1.0,0,19,5,3,28,0.32,78.57,5,280,93,RichCream Whipping Cream
2024-10-27,10,6,SKU-006,6,Supplier-04,4,Warehouse-6,6,Route-19,Truck,519,6,0.202,0,192,85.46,61.48,0.9133,0.0285,14,11,1.0,0,21,10,5,145,0.848,130.45,5,358,231,HealthyGrain Millet Mix
2024-01-21,1,6,SKU-002,2,Supplier-11,11,Warehouse-3,3,Route-19,Truck,410,5,0.197,0,254,39.6,18.42,0.5848,0.0132,11,12,1.0,0,16,21,29,260,0.99,107.32,5,423,371,GoldenField Brown Rice
2024-11-29,11,4,SKU-049,49,Supplier-03,3,Warehouse-4,4,Route-17,Rail,1934,16,0.103,0,13,21.4,62.78,0.1789,0.01,12,20,1.276,0,15,10,6,126,0.851,142.82,10,585,287,SoftSpread Cheese Spread
2024-08-11,8,6,SKU-029,29,Supplier-05,5,Warehouse-2,2,Route-19,Truck,869,11,0.227,0,204,128.21,73.46,1.781,0.0427,6,10,1.0,0,13,5,3,33,0.504,52.16,10,121,56,NutriOil Rice Bran Oil
2024-06-27,6,3,SKU-041,41,Supplier-08,8,Warehouse-1,1,Route-16,Air,786,2,0.305,0,8,91.1,138.35,0.6855,0.0304,20,20,1.334,0,23,2,19,59,0.332,144.03,5,435,166,MilkyWay Butter
2024-03-23,3,5,SKU-027,27,Supplier-06,6,Warehouse-3,3,Route-04,Sea,239,8,0.402,0,110,190.37,35.87,1.8061,0.0635,6,4,1.0,0,12,5,2,32,0.521,78.57,5,122,57,DesiTreat Cow Ghee
2024-05-27,5,0,SKU-022,22,Supplier-07,7,Warehouse-6,6,Route-16,Truck,2045,26,0.232,1,300,7.11,366.87,0.0615,0.01,8,11,1.0,0,17,5,11,51,0.591,36.79,20,243,107,GoldLite Soybean Oil
2024-08-20,8,1,SKU-043,43,Supplier-07,7,Warehouse-5,5,Route-02,Air,484,1,0.174,1,9,73.43,77.38,0.2407,0.0245,14,16,1.0,1,15,5,8,78,0.608,36.79,20,205,125,CreamLand Cheese
2024-02-29,2,3,SKU-006,6,Supplier-06,6,Warehouse-3,3,Route-11,Truck,300,4,0.186,0,365,85.46,60.58,1.155,0.0285,14,5,1.0,0,18,5,6,76,0.579,78.57,5,278,141,HealthyGrain Millet Mix
2024-12-02,12,0,SKU-050,50,Supplier-07,7,Warehouse-5,5,Route-01,Air,36,1,0.204,0,7,141.69,8.57,1.3908,0.0472,17,28,1.405,0,25,5,11,96,0.585,36.79,20,163,120,DesiMilk Ghee
2024-01-28,1,6,SKU-056,56,Supplier-09,9,Warehouse-4,4,Route-14,Sea,1335,44,0.2,0,49,197.39,233.31,3.7165,0.0658,21,22,1.0,0,24,14,37,331,0.966,98.8,5,251,251,ChillZone Frozen Peas
